"record_type","item_id","name","quality","base_value","shape","drop_id","ref_id","weight","ref_type"
"ITEM","1053006","琉璃","3","6710","11","0","0","0","0"
"ITEM","1053007","云母碎片","3","1450","11","0","0","0","0"
"ITEM","1053008","铜矿石","3","5040","22","0","0","0","0"
"ITEM","1053009","高岭土","3","5730","22","0","0","0","0"
"ITEM","1053010","人造非洲之心","3","1780","11","0","0","0","0"
"ITEM","1054001","萤石晶体簇","4","8680","22","0","0","0","0"
"ITEM","1054002","孔雀石原石","4","8440","22","0","0","0","0"
"ITEM","1054003","虎睛石","4","6152","12","0","0","0","0"
"ITEM","1054004","青金石","4","10960","11","0","0","0","0"
"ITEM","1054005","珍珠","4","4240","11","0","0","0","0"
"ITEM","1054006","琥珀","4","5160","11","0","0","0","0"
"ITEM","1054007","和田玉原石","4","18240","22","0","0","0","0"
"ITEM","1054008","翡翠原石","4","21000","22","0","0","0","0"
"ITEM","1054009","黑曜石原石","4","23760","22","0","0","0","0"
"ITEM","1054010","铜矿堆","4","16520","22","0","0","0","0"
"ITEM","1054011","1克拉钻石","4","13000","11","0","0","0","0"
"ITEM","1055001","狗头金","5","13332","11","0","0","0","0"
"ITEM","1055002","南洋金珠","5","14520","11","0","0","0","0"
"ITEM","1055003","孔雀石雕件","5","96768","33","0","0","0","0"
"ITEM","1055004","枝状珊瑚","5","48096","13","0","0","0","0"
"ITEM","1055005","玉化砗磲","6","68400","11","0","0","0","0"
"ITEM","1055006","托帕石原石","5","34408","22","0","0","0","0"
"ITEM","1055007","海蓝宝晶体","5","39168","13","0","0","0","0"
"ITEM","1055008","西瓜碧玺","5","34344","11","0","0","0","0"
"ITEM","1055009","变彩欧泊","5","21840","11","0","0","0","0"
"ITEM","1056001","帕拉伊巴碧玺","6","52500","11","0","0","0","0"
"ITEM","1056002","亚历山大变石","6","128000","12","0","0","0","0"
"ITEM","1056003","鸽血红宝石","6","75500","11","0","0","0","0"
"ITEM","1056004","祖母绿宝石","6","87000","11","0","0","0","0"
"ITEM","1056005","黑欧泊","6","295500","22","0","0","0","0"
"ITEM","1056006","冰种飘花翡翠","6","180000","22","0","0","0","0"
"ITEM","1056007","大溪地黑珍珠","6","71500","11","0","0","0","0"
"ITEM","1056008","金绿猫眼石","6","94500","11","0","0","0","0"
"ITEM","1056009","维纳斯级澳洲白珠","6","56000","11","0","0","0","0"
"ITEM","1056010","钻石原石（巨粒）","6","512000","33","0","0","0","0"
"ITEM","1056011","星光红宝石","6","316000","11","0","0","0","0"
"ITEM","1056012","羊脂白玉籽和田玉","6","2516000","12","0","0","0","0"
"ITEM","1056013","非洲之心","6","13145200","11","0","0","0","0"
"ITEM","1056014","火焰欧泊","6","457200","11","0","0","0","0"
"ITEM","1056015","黑王子红宝石","6","3000000","11","0","0","0","0"
"ITEM","1063001","景泰蓝镯","3","1050","11","0","0","0","0"
"ITEM","1063002","银丝笔筒","3","1985","12","0","0","0","0"
"ITEM","1063003","檀香折扇","3","2079","21","0","0","0","0"
"ITEM","1063004","铜镇纸","3","3623","22","0","0","0","0"
"ITEM","1063005","琉璃盏","3","1260","11","0","0","0","0"
"ITEM","1063006","螺钿盒","3","3938","22","0","0","0","0"
"ITEM","1063007","银咖啡具","3","5733","32","0","0","0","0"
"ITEM","1063008","骨笛","3","2552","12","0","0","0","0"
"ITEM","1063009","绣挂毯","3","6174","23","0","0","0","0"
"ITEM","1063010","银烛台","3","2318","22","0","0","0","0"
"ITEM","1063011","石狮子","3","9168","44","0","0","0","0"
"ITEM","1064001","青花瓷瓶","4","9600","22","0","0","0","0"
"ITEM","1064002","琥珀挂坠","4","4828","11","0","0","0","0"
"ITEM","1064003","螺钿妆匣","4","9440","22","0","0","0","0"
"ITEM","1064004","罗盘仪","4","6620","22","0","0","0","0"
"ITEM","1064005","玉山子","4","15456","22","0","0","0","0"
"ITEM","1064006","铜钟","4","12045","33","0","0","0","0"
"ITEM","1064007","牙帆船","4","11768","23","0","0","0","0"
"ITEM","1064008","唐卡","4","3650","11","0","0","0","0"
"ITEM","1064009","铜香炉","4","9960","22","0","0","0","0"
"ITEM","1064010","青金石盒","4","10380","22","0","0","0","0"
"ITEM","1065001","翡翠观音","5","56700","13","0","0","0","0"
"ITEM","1065002","错金铜鼎","5","78540","33","0","0","0","0"
"ITEM","1065003","金佛塔","5","43650","23","0","0","0","0"
"ITEM","1065004","缂丝袍","5","60600","33","0","0","0","0"
"ITEM","1065005","水晶杯","5","15542","11","0","0","0","0"
"ITEM","1065006","乌木椅","5","48300","33","0","0","0","0"
"ITEM","1065007","羊脂玉璧","5","27450","22","0","0","0","0"
"ITEM","1065008","银法典","5","29025","22","0","0","0","0"
"ITEM","1065009","唐刀","5","30600","14","0","0","0","0"
"ITEM","1065010","波斯毯","5","85800","34","0","0","0","0"
"ITEM","1065011","大展宏图","5","73682","42","0","0","0","0"
"ITEM","1065012","大圣残缺石像","5","89461","25","0","0","0","0"
"ITEM","1066001","曜变天目盏","6","112500","11","0","0","0","0"
"ITEM","1066002","黄金权杖","6","141300","14","0","0","0","0"
"ITEM","1066003","敦煌绢画","6","255840","13","0","0","0","0"
"ITEM","1066004","青铜神树","6","287280","25","0","0","0","0"
"ITEM","1066005","法贝热蛋","6","160200","22","0","0","0","0"
"ITEM","1066006","翡翠屏风","6","844000","44","0","0","0","0"
"ITEM","1066007","金编钟","6","322560","33","0","0","0","0"
"ITEM","1066008","金丝冠","6","179100","22","0","0","0","0"
"ITEM","1066009","金缕玉衣","6","281600","42","0","0","0","0"
"ITEM","1066010","拜占庭冠","6","167800","22","0","0","0","0"
"ITEM","1066011","双羊尊","6","567900","22","0","0","0","0"
"ITEM","1073001","绘图数位板","3","3893","22","0","0","0","0"
"ITEM","1073002","录音笔","3","923","11","0","0","0","0"
"ITEM","1073003","电子阅读器","3","1005","11","0","0","0","0"
"ITEM","1073004","便携游戏机","3","2133","21","0","0","0","0"
"ITEM","1073005","机械键盘","3","2588","21","0","0","0","0"
"ITEM","1073006","电竞显示器","3","7644","33","0","0","0","0"
"ITEM","1073007","蓝牙音箱","3","1651","11","0","0","0","0"
"ITEM","1073008","游戏耳机","3","2541","22","0","0","0","0"
"ITEM","1073009","网络摄像头","3","1178","11","0","0","0","0"
"ITEM","1073010","数位笔","3","810","11","0","0","0","0"
"ITEM","1074001","智能手表","4","3960","11","0","0","0","0"
"ITEM","1074002","VR头显","4","12000","22","0","0","0","0"
"ITEM","1074003","运动相机","4","2400","11","0","0","0","0"
"ITEM","1074004","视频采集卡","4","3120","11","0","0","0","0"
"ITEM","1074005","赛车方向盘","4","9604","22","0","0","0","0"
"ITEM","1074006","平板电脑","4","8360","22","0","0","0","0"
"ITEM","1074007","彩色打印机","4","14364","32","0","0","0","0"
"ITEM","1074008","数位屏","4","10500","22","0","0","0","0"
"ITEM","1074009","电脑主板","4","11880","22","0","0","0","0"
"ITEM","1074010","显卡扩展坞","4","19096","33","0","0","0","0"
"ITEM","1075001","曲面带鱼屏显示器","5","54495","32","0","0","0","0"
"ITEM","1075002","旗舰手机","5","7800","11","0","0","0","0"
"ITEM","1075003","全画幅微单","5","37800","22","0","0","0","0"
"ITEM","1075004","高端VR套装","5","51660","32","0","0","0","0"
"ITEM","1075005","移动工作站","5","78120","33","0","0","0","0"
"ITEM","1075006","长焦镜头","5","12675","11","0","0","0","0"
"ITEM","1075007","行业无人机","5","41850","22","0","0","0","0"
"ITEM","1075008","专业声卡","5","19845","21","0","0","0","0"
"ITEM","1075009","数字调音台","5","70140","33","0","0","0","0"
"ITEM","1075010","电影定焦镜头","5","14850","11","0","0","0","0"
"ITEM","1075011","服务器机柜","5","97382","35","0","0","0","0"
"ITEM","1076001","电影级摄影机","6","258760","32","0","0","0","0"
"ITEM","1076002","全画幅相机","6","186900","22","0","0","0","0"
"ITEM","1076003","中画幅相机","6","122600","22","0","0","0","0"
"ITEM","1076004","AI服务器","6","470400","23","0","0","0","0"
"ITEM","1076005","GPU计算柜","6","375000","35","0","0","0","0"
"ITEM","1076006","麒麟处理器芯片","6","54600","11","0","0","0","0"
"ITEM","1083001","电动踏板","3","6258","21","0","0","0","0"
"ITEM","1083002","倒车雷达","3","3488","22","0","0","0","0"
"ITEM","1083003","电动滑板车","3","4118","22","0","0","0","0"
"ITEM","1083004","氙气大灯","3","1388","11","0","0","0","0"
"ITEM","1083005","越野轮胎","3","4915","33","0","0","0","0"
"ITEM","1083006","小型汽油发电机","3","4410","33","0","0","0","0"
"ITEM","1083007","桶装汽油","3","3173","24","0","0","0","0"
"ITEM","1083008","拖车钩","3","1470","11","0","0","0","0"
"ITEM","1083009","进气歧管","3","4208","22","0","0","0","0"
"ITEM","1083010","摩托车骑行服","3","3906","23","0","0","0","0"
"ITEM","1083011","小型面包车","3","14659","53","0","0","0","0"
"ITEM","1084001","高级驾驶辅助系统","4","11940","22","0","0","0","0"
"ITEM","1084002","全地形卡丁车","4","22064","33","0","0","0","0"
"ITEM","1084003","混合动力单元","4","15680","33","0","0","0","0"
"ITEM","1084004","电动摩托车","4","10080","32","0","0","0","0"
"ITEM","1084005","赛车座椅","4","18872","33","0","0","0","0"
"ITEM","1084006","超级电动车电池组","4","12296","32","0","0","0","0"
"ITEM","1084007","专业级充气泵","4","10620","22","0","0","0","0"
"ITEM","1084008","隐藏式行车记录仪","4","2600","11","0","0","0","0"
"ITEM","1084009","车辆定位器","4","3940","11","0","0","0","0"
"ITEM","1084010","无线CarPlay盒子","4","3040","11","0","0","0","0"
"ITEM","1084011","隆中牌制动间隙自动调整臂","4","7655","12","0","0","0","0"
"ITEM","1085001","碳纤维轮毂","5","31950","22","0","0","0","0"
"ITEM","1085002","竞技离合器套件","5","34425","22","0","0","0","0"
"ITEM","1085003","可调式尾翼","5","39690","32","0","0","0","0"
"ITEM","1085004","赛车方向盘","5","25875","22","0","0","0","0"
"ITEM","1085005","竞技避震套装","5","51240","33","0","0","0","0"
"ITEM","1085006","氢燃料电池堆栈","5","101400","33","0","0","0","0"
"ITEM","1085007","轻量化锂电池","5","199900","44","0","0","0","0"
"ITEM","1085008","豪华旅行摩托车","5","77700","33","0","0","0","0"
"ITEM","1085009","单人郊游快艇","5","106500","63","0","0","0","0"
"ITEM","1085010","私人飞机租赁证明","5","11175","11","0","0","0","0"
"ITEM","1085011","隆中牌气压盘式制动器","5","45231","22","0","0","0","0"
"ITEM","1086001","碳纤维单体壳车身","6","444000","44","0","0","0","0"
"ITEM","1086002","超级跑车钥匙","6","1495000","11","0","0","0","0"
"ITEM","1086003","重型巡航摩托车","6","357040","43","0","0","0","0"
"ITEM","1086004","私人直升机黑匣子","6","1688400","22","0","0","0","0"
"ITEM","1086005","可控核聚变电池包","6","362400","22","0","0","0","0"
"ITEM","1086006","全集成AI自动驾驶系统","6","68800","11","0","0","0","0"
"ITEM","1086007","民用垂直起降飞行器","6","452800","53","0","0","0","0"
"ITEM","1086008","时尚轿跑","6","293400","53","0","0","0","0"
"ITEM","1093001","十年花雕酒","3","3285","23","0","0","0","0"
"ITEM","1093002","雪水云绿茶","3","1350","11","0","0","0","0"
"ITEM","1093003","意大利黑醋","3","938","11","0","0","0","0"
"ITEM","1093004","熟成火腿","3","5261","23","0","0","0","0"
"ITEM","1093005","单一麦芽威士忌","3","2484","21","0","0","0","0"
"ITEM","1093006","帕玛森奶酪","3","1125","11","0","0","0","0"
"ITEM","1093007","手磨咖啡豆","3","1863","21","0","0","0","0"
"ITEM","1093008","苹果白兰地","3","848","12","0","0","0","0"
"ITEM","1093009","蓝纹奶酪","3","4578","33","0","0","0","0"
"ITEM","1093010","鱼子酱","3","983","11","0","0","0","0"
"ITEM","1094001","二十年汾酒","4","11280","22","0","0","0","0"
"ITEM","1094002","蓝山咖啡豆","4","5040","12","0","0","0","0"
"ITEM","1094003","黑钻松露","4","2100","11","0","0","0","0"
"ITEM","1094004","冰酒","4","4788","12","0","0","0","0"
"ITEM","1094005","特级初榨茶油","4","5076","12","0","0","0","0"
"ITEM","1094006","熟成和牛","4","6540","22","0","0","0","0"
"ITEM","1094007","西班牙藏红花","4","2160","11","0","0","0","0"
"ITEM","1094008","伊比利亚火腿","4","16212","23","0","0","0","0"
"ITEM","1094009","猫屎咖啡","4","3920","11","0","0","0","0"
"ITEM","1094010","蓝龙虾","4","6960","22","0","0","0","0"
"ITEM","1095001","三十年茅台","5","18600","12","0","0","0","0"
"ITEM","1095002","西湖龙井明前","5","12825","11","0","0","0","0"
"ITEM","1095003","伊比利亚橡果火腿","5","54180","23","0","0","0","0"
"ITEM","1095004","野生皇冠鱼子酱","5","12600","11","0","0","0","0"
"ITEM","1095005","白松露","5","33000","11","0","0","0","0"
"ITEM","1095006","金芽普洱茶","5","49200","11","0","0","0","0"
"ITEM","1095007","蓝鳍金枪鱼腹","5","42975","22","0","0","0","0"
"ITEM","1095008","康帝葡萄酒","5","19600","12","0","0","0","0"
"ITEM","1095009","野生大红袍","5","29025","11","0","0","0","0"
"ITEM","1095010","手作羊奶酪","5","39600","22","0","0","0","0"
"ITEM","1096001","罗曼尼康帝","6","92880","12","0","0","0","0"
"ITEM","1096002","武夷山母树大红袍","6","390000","11","0","0","0","0"
"ITEM","1096003","藏区冬虫夏草","6","168000","12","0","0","0","0"
"ITEM","1096004","佛跳墙","6","68100","11","0","0","0","0"
"ITEM","1096005","野生大黄鱼","6","127260","21","0","0","0","0"
"ITEM","1096006","陈年干邑","6","249000","12","0","0","0","0"
"ITEM","1096007","蓝鳍金枪鱼","6","1552500","35","0","0","0","0"
"ITEM","1096008","大目金枪鱼","6","294000","35","0","0","0","0"
"ITEM","1096009","黄唇鱼鱼胶","6","193200","22","0","0","0","0"
"ITEM","1103001","游戏概念设定集","3","2700","22","0","0","0","0"
"ITEM","1103002","同人画册","3","3960","22","0","0","0","0"
"ITEM","1103003","西游记连环画本","3","1796","21","0","0","0","0"
"ITEM","1103004","手办原型设计图","3","2565","22","0","0","0","0"
"ITEM","1103005","墙面涂鸦墙","3","8880","54","0","0","0","0"
"ITEM","1103006","绘画墨水集合","3","3240","21","0","0","0","0"
"ITEM","1103007","手绘写实人像画","3","4343","22","0","0","0","0"
"ITEM","1103008","三国演义连环画本","3","2768","21","0","0","0","0"
"ITEM","1103009","水浒传连环画本","3","4388","21","0","0","0","0"
"ITEM","1103010","红楼梦连环画本","3","3690","21","0","0","0","0"
"ITEM","1104001","现代画家手稿","4","8940","22","0","0","0","0"
"ITEM","1104002","临摹版清明上河图","4","6824","12","0","0","0","0"
"ITEM","1104003","《心经》高僧手抄卷","4","7472","41","0","0","0","0"
"ITEM","1104004","限量画集","4","11760","22","0","0","0","0"
"ITEM","1104005","蝉翼拓片宣纸","4","11520","22","0","0","0","0"
"ITEM","1104006","蕉叶白端砚","4","8240","22","0","0","0","0"
"ITEM","1104007","金栗山藏经纸 ","4","10260","22","0","0","0","0"
"ITEM","1104008","古韵臂搁","4","6624","12","0","0","0","0"
"ITEM","1104009","沉香木镂空笔架","4","8700","21","0","0","0","0"
"ITEM","1104010","《淳化阁帖》宋拓本仿制册页","4","14112","22","0","0","0","0"
"ITEM","1105001","《敦煌遗书》唐代写经卷仿制卷","5","35200","22","0","0","0","0"
"ITEM","1105002","《营造法式》彩画作制度图样精仿本","5","37920","21","0","0","0","0"
"ITEM","1105003","《黄庭经》卷仿本","5","55440","12","0","0","0","0"
"ITEM","1105004","宗教壁画残片","5","53550","23","0","0","0","0"
"ITEM","1105005","浪漫主义风景素描原作","5","29700","22","0","0","0","0"
"ITEM","1105006","洛可可风格沙龙速写","5","58395","33","0","0","0","0"
"ITEM","1105007","植物水彩图","5","25875","12","0","0","0","0"
"ITEM","1105008","芒画派肖像油画","5","57540","33","0","0","0","0"
"ITEM","1105009","祈祷书彩绘插页","5","24435","12","0","0","0","0"
"ITEM","1105010","刺绣《千里江山图》","5","88473","24","0","0","0","0"
"ITEM","1105011","现代书法家题字","5","79825","61","0","0","0","0"
"ITEM","1106001","清明上河图复刻","6","240660","61","0","0","0","0"
"ITEM","1106002","《岩间圣母》","6","120600","23","0","0","0","0"
"ITEM","1106003","《戴珍珠耳环的少女》","6","160200","22","0","0","0","0"
"ITEM","1106004","《自由引导人民》","6","191800","32","0","0","0","0"
"ITEM","1106005","《星空》","6","170200","32","0","0","0","0"
"ITEM","1106006","《亚威农少女》","6","282240","33","0","0","0","0"
"ITEM","1106007","《凯尔经》","6","175500","22","0","0","0","0"
"ITEM","1106008","《天工开物》","6","148840","22","0","0","0","0"
"ITEM","1106009","永乐大典残本一","6","1491800","22","0","0","0","0"
"ITEM","1106010","永乐大典残本二","6","1553900","22","0","0","0","0"
"ITEM","1106011","《富春山居图》","6","1236666","31","0","0","0","0"
"ITEM","1106012","《般若神掌》","6","284519","22","0","0","0","0"
"ITEM","1006001","金陵折扇","6","19371213","12","0","0","0","0"
"ITEM","1306001","双蟾纳宝","6","188888","33","0","0","0","0"
"DROP","0","0","0","0","0","801","8001","10","8"
"DROP","0","0","0","0","0","801","8002","10","8"
"DROP","0","0","0","0","0","801","8003","10","8"
"DROP","0","0","0","0","0","801","8004","10","8"
"DROP","0","0","0","0","0","801","8005","10","8"
"DROP","0","0","0","0","0","801","8006","10","8"
